# x80,y99,z0,u,v,p,T
4.419197465706051903e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.927595010465693193e+01,1.825732290980526182e-02,1.477658500527665275e+01,3.897165731935150461e+02
4.761706539438297081e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.844211539891123053e+01,1.552031314685712454e-02,1.452410674154660342e+01,3.888449284499575924e+02
5.128191248331798180e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.764924353421016079e+01,1.306368325234660496e-02,1.427917823361455874e+01,3.880174122249310358e+02
5.520329886847845369e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.689364672294015435e+01,1.115478305162951982e-02,1.404251100870720315e+01,3.872313943052257628e+02
5.939918230060015764e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.617335845805612138e+01,9.773765643071424467e-03,1.381329891746195671e+01,3.864840828232900662e+02
6.388877757297037330e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.548592186277045535e+01,8.706206940285482476e-03,1.359154057032515794e+01,3.857726639014063608e+02
6.869264451440651453e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.482944055223940438e+01,7.904323816162213759e-03,1.337722497484594797e+01,3.850948073648199852e+02
7.383278214174318621e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.420201116639676009e+01,7.611889738073952805e-03,1.316969275081630641e+01,3.844483232280781522e+02
7.933272940299343490e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.360168355013943220e+01,7.637716251560593660e-03,1.296938356860232311e+01,3.838315134829894646e+02
8.521767297253118878e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.302751372206781255e+01,7.854986258998089901e-03,1.277533411803032415e+01,3.832421459591540156e+02
9.151456259193657683e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.247759143273387927e+01,8.382011659328350572e-03,1.258790959917351238e+01,3.826789049526484519e+02
9.825223448470034315e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.195093217506188132e+01,9.211554331458168474e-03,1.240660684431884953e+01,3.821403502410381066e+02
1.054615434099575866e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.144646091911882202e+01,1.013294723489609715e-02,1.223101524703714027e+01,3.816250356956314818e+02
1.131755039599828400e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.096301479908334997e+01,1.119760853867201970e-02,1.206133339207148403e+01,3.811319012042737882e+02
1.214294417485098365e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.049986690243630250e+01,1.245184951954822483e-02,1.189682058276296672e+01,3.806598228607518877e+02
1.302611551822337455e-01,1.227469958079341252e-04,0.000000000000000000e+00,1.005604942779088518e+01,1.366898162867967621e-02,1.173741653484158753e+01,3.802079547667821657e+02
1.397110885563183080e-01,1.227469958079341252e-04,0.000000000000000000e+00,9.630837476418330212e+00,1.493430797900147274e-02,1.158304071970958482e+01,3.797753188331548131e+02
1.498225172665887950e-01,1.227469958079341252e-04,0.000000000000000000e+00,9.223585917196693629e+00,1.623846493899534782e-02,1.143308217861371112e+01,3.793611184882146290e+02
1.606417459865782660e-01,1.227469958079341252e-04,0.000000000000000000e+00,8.833520447475063264e+00,1.741277022739324415e-02,1.128755444397662266e+01,3.789647829620455468e+02
1.722183207169669661e-01,1.227469958079341252e-04,0.000000000000000000e+00,8.460078813303663736e+00,1.855857542527164505e-02,1.114627599667147351e+01,3.785854451180330216e+02
1.846052556784828491e-01,1.227469958079341252e-04,0.000000000000000000e+00,8.102665288181542635e+00,1.964525649577218702e-02,1.100879733293915663e+01,3.782224815420087225e+02
1.978592760873049139e-01,1.227469958079341252e-04,0.000000000000000000e+00,7.760647916691223891e+00,2.053996464890881293e-02,1.087510894796929151e+01,3.778754326791420226e+02
