# x80,y99,z0,u,v,p,T
1.658262556641041123e-04,1.227469958079341252e-04,0.000000000000000000e+00,3.074507976830741995e+02,9.401307687775543798e+01,6.610064983385819914e+02,1.656906106553700283e+03
5.090866048887993794e-04,1.227469958079341252e-04,0.000000000000000000e+00,2.654894779736762302e+02,7.285306653829560730e+01,4.778948841713507250e+02,1.175700819835185939e+03
8.763751785592233806e-04,1.227469958079341252e-04,0.000000000000000000e+00,2.569470867181460108e+02,5.619287709280097687e+01,3.190160643163712280e+02,9.560273944811586944e+02
1.269373952386577444e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.371363858042054460e+02,4.323641395725751835e+01,2.360154553334209027e+02,8.660096700912039296e+02
1.689882640381846265e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.235429168334422343e+02,3.272849836961225378e+01,1.813958184650626038e+02,8.184466675888205600e+02
2.139826936536783943e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.143656963747301347e+02,2.415945866337112236e+01,1.435615430514725119e+02,7.904333180085543518e+02
2.621267333422567375e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.095095419669017360e+02,1.704063204410073951e+01,1.152964727486949812e+02,7.737555463880797788e+02
3.136408558090355431e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.079701631676015552e+02,1.044171569965650725e+01,9.263747208073219497e+01,7.663477569986763456e+02
3.687609668484889084e-03,1.227469958079341252e-04,0.000000000000000000e+00,2.062279240269838851e+02,4.116073632525364623e+00,7.445405290988951208e+01,7.652242399952639289e+02
4.277394856607039976e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.992731808047007291e+02,1.716869613503891334e-01,6.140661964759064517e+01,7.633167723008868961e+02
4.908465007897741365e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.865419205432436343e+02,1.249165879980662502e-01,5.303068799132999089e+01,7.549880488079550105e+02
5.583710069778790794e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.717089983727155413e+02,2.597083763339872675e+00,4.770565358105884712e+01,7.400511586172658554e+02
6.306222285991514541e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.584002600855783953e+02,5.667283396813674656e+00,4.414390765780029113e+01,7.218654660725828762e+02
7.079310357339128890e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.482186878494411530e+02,8.405474940452798194e+00,4.167090144657325368e+01,7.041805431497639347e+02
7.906514593681076425e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.411006341683664402e+02,1.059878070620881019e+01,3.991848081405100146e+01,6.890816712354677520e+02
8.791623126566960184e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.362790805022501104e+02,1.227493110384828334e+01,3.865002383459171398e+01,6.770280592163078381e+02
9.738689256754856985e-03,1.227469958079341252e-04,0.000000000000000000e+00,1.329660648070860987e+02,1.352169662127635696e+01,3.770479205758860530e+01,6.676529596364432564e+02
1.075205001605590571e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.305833971978231602e+02,1.444047488073095664e+01,3.697509119800167099e+01,6.603534158937677603e+02
1.183634602850802860e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.287642445300502345e+02,1.512728974718929820e+01,3.639084502180384106e+01,6.545654075182726501e+02
1.299654276183179885e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.272944628208023374e+02,1.566222692330102362e+01,3.590805841162393364e+01,6.498547391257410482e+02
1.423795326648823537e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.260570925215917413e+02,1.610415035690849450e+01,3.550020374999208173e+01,6.459241105119998565e+02
1.556626250647062323e-02,1.227469958079341252e-04,0.000000000000000000e+00,1.249922062003913084e+02,1.649065274618658705e+01,3.515177960818012792e+01,6.425868500827510843e+02
