# rhoA,rhoUA,rhoVA,rhoEA,LR
1.212967646406746018e-04,-1.771470072383674231e-07,2.311291011367332468e-08,1.030769365248508773e-10,1.215766545905693738e-05
1.077036976219621870e-04,-1.638371395135060625e-07,2.638097052145464176e-08,9.341132522862491430e-11,1.215766545905693738e-05
8.844962512737406619e-05,-1.413073104687804276e-07,2.715277302976427665e-08,7.844774044695542339e-11,1.215766545905693738e-05
6.501657969726094008e-05,-1.108653614870326087e-07,2.496187483379351953e-08,5.908937969518348261e-11,1.215766545905693738e-05
3.999064399223389708e-05,-7.546327783971150328e-08,1.972437079826189588e-08,3.735249874567890734e-11,1.215766545905693738e-05
1.721688545533460907e-05,-4.007096043326959721e-08,1.221343017013212909e-08,1.666539196477119992e-11,1.215766545905693738e-05
1.820793494024656186e-06,-1.184525173052602056e-08,4.578261764496264555e-09,2.026658735217622340e-12,1.215766545905693738e-05
9.174425819860676306e-05,-1.017677560368502115e-07,-6.582775234447937860e-08,6.307866777020493191e-11,1.215766545905693738e-05
7.008643968523839256e-05,-7.772825010196250411e-08,-5.093694608810890725e-08,4.823348606635398638e-11,1.215766545905693738e-05
5.461902691650918267e-05,-6.074631785451075786e-08,-3.977127255518358945e-08,3.772021428860034381e-11,1.215766545905693738e-05
4.181089278645460223e-05,-4.646927503472024021e-08,-3.079554819338964058e-08,2.888578131350196016e-11,1.215766545905693738e-05
3.212871688984393040e-05,-3.569111793597595225e-08,-2.387627021856363524e-08,2.220504910776023861e-11,1.215766545905693738e-05
2.473618768654466254e-05,-2.746522276806639763e-08,-1.852645840440850917e-08,1.709989363810790165e-11,1.215766545905693738e-05
1.908865856011743382e-05,-2.118630914674987870e-08,-1.438611470342310573e-08,1.319848880552290920e-11,1.215766545905693738e-05
1.475687220627841410e-05,-1.637336569195164799e-08,-1.117749305643790595e-08,1.020511747878183361e-11,1.215766545905693738e-05
1.142482707464459888e-05,-1.267326883789815497e-08,-8.688362935820038648e-09,7.902067221572081234e-12,1.215766545905693738e-05
8.855487195335802391e-06,-9.821419576937584614e-09,-6.755821638778639504e-09,6.125858450968878333e-12,1.215766545905693738e-05
7.540295756962810386e-06,-8.361735756667959172e-09,-5.766893929013111551e-09,5.216815348791753396e-12,1.215766545905693738e-05
8.038448687978557775e-06,-8.913017105429820961e-09,-6.162558594856639170e-09,5.562207262249267763e-12,1.215766545905693738e-05
8.567023095278120638e-06,-9.497666734514292753e-09,-6.584928774255451369e-09,5.928734060874499467e-12,1.215766545905693738e-05
9.129441543880039943e-06,-1.011967469717207247e-08,-7.036038956694912132e-09,6.318837171055104318e-12,1.215766545905693738e-05
9.726533318863817663e-06,-1.077977814007407667e-08,-7.517651339554032770e-09,6.733065286211620770e-12,1.215766545905693738e-05
1.036018463979359131e-05,-1.148002781633185880e-08,-8.031761264171638312e-09,7.172746269068560838e-12,1.215766545905693738e-05
1.103199782926232363e-05,-1.222210730136470042e-08,-8.580458804953042107e-09,7.639001945355419209e-12,1.215766545905693738e-05
1.174370986256794013e-05,-1.300785755816594008e-08,-9.165965722010056643e-09,8.133056530193183364e-12,1.215766545905693738e-05
1.249700842994376065e-05,-1.383904742277544964e-08,-9.790627611609691853e-09,8.656102218394893656e-12,1.215766545905693738e-05
1.329355253283158418e-05,-1.471740044841830308e-08,-1.045692125284659763e-08,9.209315778842730307e-12,1.215766545905693738e-05
1.413492667833270731e-05,-1.564453862928682321e-08,-1.116746055501185299e-08,9.793826420071000809e-12,1.215766545905693738e-05
1.502260469732892190e-05,-1.662193962581400949e-08,-1.192499820087844298e-08,1.041069144494025047e-11,1.215766545905693738e-05
1.595790419133570604e-05,-1.765088224816008898e-08,-1.273242972743272615e-08,1.106086524082709408e-11,1.215766545905693738e-05
1.694193396930085364e-05,-1.873238389467026707e-08,-1.359279691599374341e-08,1.174516362856003236e-11,1.215766545905693738e-05
1.797552631549269360e-05,-1.986712039260288161e-08,-1.450928727624025105e-08,1.246421779253091603e-11,1.215766545905693738e-05
1.905916492288400933e-05,-2.105534018150640030e-08,-1.548523928983060966e-08,1.321842535456667149e-11,1.215766545905693738e-05
2.019289068987095806e-05,-2.229675293851929317e-08,-1.652414122069134229e-08,1.400788625869077135e-11,1.215766545905693738e-05
2.137618641736267300e-05,-2.359039360695631222e-08,-1.762962624863312756e-08,1.483232419495385208e-11,1.215766545905693738e-05
2.260784764086231152e-05,-2.493446957729631510e-08,-1.880547247364936622e-08,1.569099861750275168e-11,1.215766545905693738e-05
2.388582773974533648e-05,-2.632617760711677148e-08,-2.005560149285737954e-08,1.658259917335060950e-11,1.215766545905693738e-05
2.520703962961155767e-05,-2.776147057848877182e-08,-2.138406454869107403e-08,1.750511027617369020e-11,1.215766545905693738e-05
2.656713650672729658e-05,-2.923479838828826601e-08,-2.279503941361183861e-08,1.845566146563737588e-11,1.215766545905693738e-05
2.796023980805545606e-05,-3.073878713148525835e-08,-2.429281709201053789e-08,1.943034149758140895e-11,1.215766545905693738e-05
2.937861630392595586e-05,-3.226385760541852058e-08,-2.588178575841560001e-08,2.042397749121219892e-11,1.215766545905693738e-05
3.081230856252508175e-05,-3.379778590357773370e-08,-2.756642250444388638e-08,2.142988208328203072e-11,1.215766545905693738e-05
3.224867267235207862e-05,-3.532515201191990008e-08,-2.935125822619543572e-08,2.243953639490620186e-11,1.215766545905693738e-05
3.367186740047187335e-05,-3.682671863964934999e-08,-3.124085529121388291e-08,2.344223920248441640e-11,1.215766545905693738e-05
3.506225015513486485e-05,-3.827867922912107726e-08,-3.323974905866012981e-08,2.442469062716319742e-11,1.215766545905693738e-05
3.639572190018162734e-05,-3.965179900709262584e-08,-3.535235547397543251e-08,2.537053840773934025e-11,1.215766545905693738e-05
3.764305644355988044e-05,-4.091044752445793318e-08,-3.758279229771359146e-08,2.625990955560483959e-11,1.215766545905693738e-05
3.876928640065084971e-05,-4.201153354937126197e-08,-3.993450070413791269e-08,2.706897550444920081e-11,1.215766545905693738e-05
3.973339793822380274e-05,-4.290351166251910617e-08,-4.240957631011260345e-08,2.776972623352489845e-11,1.215766545905693738e-05
4.048852950995382406e-05,-4.352553592720878085e-08,-4.500744913098512348e-08,2.833009791631129306e-11,1.215766545905693738e-05
4.098324497553327780e-05,-4.380727089898885288e-08,-4.772272254290663506e-08,2.871488610793626484e-11,1.215766545905693738e-05
4.116417957650855787e-05,-4.366979885891758224e-08,-5.054172985739511805e-08,2.888773895265090228e-11,1.215766545905693738e-05
4.098034687548931436e-05,-4.302869619699054502e-08,-5.343804625651492164e-08,2.881456779090810126e-11,1.215766545905693738e-05
4.038842849121883897e-05,-4.180043109905260741e-08,-5.636783336299990223e-08,2.846792828056208529e-11,1.215766545905693738e-05
3.935761972984568426e-05,-3.991319864558042635e-08,-5.926693793740901388e-08,2.783091248371525250e-11,1.215766545905693738e-05
3.787306076798487703e-05,-3.732209174448853222e-08,-6.205210455486481275e-08,2.689888845405247275e-11,1.215766545905693738e-05
3.593958438480641758e-05,-3.402618450628831702e-08,-6.462824104452960943e-08,2.567999148617970904e-11,1.215766545905693738e-05
3.358851159428452501e-05,-3.008240359435784794e-08,-6.690100827899563331e-08,2.419782301924356985e-11,1.215766545905693738e-05
3.088565852159451332e-05,-2.561017708800234168e-08,-6.878918878336109858e-08,2.249688737267090858e-11,1.215766545905693738e-05
2.793538032411809461e-05,-2.078503896585108557e-08,-7.022954907986612056e-08,2.064693023433439604e-11,1.215766545905693738e-05
2.487912581604671895e-05,-1.582664260142328859e-08,-7.117123036443290440e-08,1.874354769870219959e-11,1.215766545905693738e-05
2.189279881523104379e-05,-1.099078835056571558e-08,-7.156339813603803565e-08,1.690705567355060547e-11,1.215766545905693738e-05
1.918827343203732697e-05,-6.572438088074093653e-09,-7.134285095538969409e-08,1.528345363559328886e-11,1.215766545905693738e-05
1.702034207374854161e-05,-2.919473037233789277e-09,-7.042745676178755048e-08,1.404907460143810021e-11,1.215766545905693738e-05
1.569428942907717350e-05,-4.490299013969683319e-10,-6.871813758905944237e-08,1.341624254671769689e-11,1.215766545905693738e-05
1.556518880784505451e-05,3.465350627252363202e-10,-6.610926462274466259e-08,1.363406854942769467e-11,1.215766545905693738e-05
1.701972141146595592e-05,-1.083046260398603639e-09,-6.250501485893039919e-08,1.497791033190345969e-11,1.215766545905693738e-05
2.043503715605168988e-05,-5.297232532932260371e-09,-5.783828506427701548e-08,1.772325586481407955e-11,1.215766545905693738e-05
2.611531165694285059e-05,-1.278422644683709700e-08,-5.208816856200222153e-08,2.210373979780191976e-11,1.215766545905693738e-05
3.421366295322632518e-05,-2.385745563039668999e-08,-4.529248811029444596e-08,2.825761711243620375e-11,1.215766545905693738e-05
4.465305227574150964e-05,-3.854541576234595989e-08,-3.755310458942265201e-08,3.617103018888196528e-11,1.215766545905693738e-05
5.706285865111469129e-05,-5.649596886508561638e-08,-2.903351678191229494e-08,4.562863031593150122e-11,1.215766545905693738e-05
7.074778340860958211e-05,-7.691666941438837362e-08,-1.995101495988570010e-08,5.618250783636056582e-11,1.215766545905693738e-05
8.470044127133995583e-05,-9.856664437984277074e-08,-1.056684160113110039e-08,6.714743619066934647e-11,1.215766545905693738e-05
9.766162320962978849e-05,-1.198077816985085352e-07,-1.178562530813132823e-09,7.762631327310592414e-11,1.215766545905693738e-05
1.082264278973646393e-04,-1.387149941597975431e-07,7.879784135170865087e-09,8.656697871078212684e-11,1.215766545905693738e-05
1.149837402699655729e-04,-1.532335978884844647e-07,1.623027618969139308e-08,9.284518173294650220e-11,1.215766545905693738e-05
1.166786553657460433e-04,-1.613757279114736167e-07,2.343739428703669840e-08,9.537151793945231785e-11,1.215766545905693738e-05
1.123905055252440475e-04,-1.614497991224226167e-07,2.899362520565388311e-08,9.322384257619353903e-11,1.215766545905693738e-05
1.017224322306475946e-04,-1.523262633602656496e-07,3.232207255610202434e-08,8.581058008111254011e-11,1.215766545905693738e-05
8.500830348117631582e-05,-1.337558611217578053e-07,3.281999236984210292e-08,7.307924799056587596e-11,1.215766545905693738e-05
6.352693647977617332e-05,-1.067328168113568736e-07,2.999624113555481858e-08,5.577019307263682984e-11,1.215766545905693738e-05
3.971786494256798701e-05,-7.390026164426873174e-08,2.377018943528015104e-08,3.571235890215673782e-11,1.215766545905693738e-05
1.739222047417333052e-05,-3.997683297097072930e-08,1.496676346134448017e-08,1.614351461105913819e-11,1.215766545905693738e-05
1.891112812581206143e-06,-1.211406145095597831e-08,5.866014529176051398e-09,1.985234886352981610e-12,1.215766545905693738e-05
9.720881163381531350e-05,-1.081556566543172704e-07,-6.724724072373767040e-08,6.675572428814106161e-11,1.215766545905693738e-05
7.423715244211855383e-05,-8.257747195647319082e-08,-5.199432848841112293e-08,5.102243134667320710e-11,1.215766545905693738e-05
5.784282930627042434e-05,-6.451580530304140343e-08,-4.056961183875970223e-08,3.988748772606927353e-11,1.215766545905693738e-05
4.426714665690030276e-05,-4.933954962758778281e-08,-3.139561570603473614e-08,3.053518877056382166e-11,1.215766545905693738e-05
3.400941647875471469e-05,-3.788782258247358590e-08,-2.433017654740127580e-08,2.346687696835317256e-11,1.215766545905693738e-05
2.618016375841471295e-05,-2.915110503653926873e-08,-1.887163433840174354e-08,1.806796745546250684e-11,1.215766545905693738e-05
2.020069972290668443e-05,-2.248420779105164758e-08,-1.464983692673749804e-08,1.394357435240639867e-11,1.215766545905693738e-05
1.561529435156113282e-05,-1.737498364624524918e-08,-1.137976423880621156e-08,1.077999616841566890e-11,1.215766545905693738e-05
1.208873244353026214e-05,-1.344775487272760242e-08,-8.843993384628602795e-09,8.346510996318562726e-12,1.215766545905693738e-05
9.369728546582723356e-06,-1.042121259029136237e-08,-6.875874491637211808e-09,6.470010481569099350e-12,1.215766545905693738e-05
7.977975857224915709e-06,-8.872164172490175807e-09,-5.868741678056269676e-09,5.509663719130321023e-12,1.215766545905693738e-05
8.504905461613172121e-06,-9.456933603220847998e-09,-6.270805507543913235e-09,5.874242249686549747e-12,1.215766545905693738e-05
9.064001728326816944e-06,-1.007709022182288453e-08,-6.699919672883769307e-09,6.261107992536335825e-12,1.215766545905693738e-05
9.658888572996920103e-06,-1.073686632765113664e-08,-7.158147072871606006e-09,6.672842173621663970e-12,1.215766545905693738e-05
1.029042252604676506e-05,-1.143702205509791381e-08,-7.647240917640820628e-09,7.110004329893062785e-12,1.215766545905693738e-05
1.096059219321538236e-05,-1.217972521124808366e-08,-8.169202003689091625e-09,7.573988349571555560e-12,1.215766545905693738e-05
1.167108442616665034e-05,-1.296675344944986821e-08,-8.726121897987668753e-09,8.065968389798754803e-12,1.215766545905693738e-05
1.242373134862042533e-05,-1.380005463443303283e-08,-9.320221868531781043e-09,8.587228346019541270e-12,1.215766545905693738e-05
1.322031398702713925e-05,-1.468150169121709091e-08,-9.953843056070618719e-09,9.139018226940630091e-12,1.215766545905693738e-05
1.406258483404723192e-05,-1.561292191243746668e-08,-1.062945306709236891e-08,9.722572183236336601e-12,1.215766545905693738e-05
1.495221979363125795e-05,-1.659603783064129840e-08,-1.134965087921078592e-08,1.033907467692118974e-11,1.215766545905693738e-05
1.589078086739503215e-05,-1.763242303156798605e-08,-1.211716727523365392e-08,1.098963529315169429e-11,1.215766545905693738e-05
1.687966923147426923e-05,-1.872344590211127247e-08,-1.293486756866284202e-08,1.167525669214352799e-11,1.215766545905693738e-05
1.792007136738609939e-05,-1.987020541046602302e-08,-1.380575341798265057e-08,1.239679796465552431e-11,1.215766545905693738e-05
1.901288969940991960e-05,-2.107344889369115831e-08,-1.473296042882772503e-08,1.315492733925031180e-11,1.215766545905693738e-05
2.015866935533924825e-05,-2.233348470644720735e-08,-1.571976132644009654e-08,1.395007232837021319e-11,1.215766545905693738e-05
2.135750241006179119e-05,-2.365006885231324661e-08,-1.676956226776822754e-08,1.478235442019506700e-11,1.215766545905693738e-05
2.260891095456259102e-05,-2.502226691633401928e-08,-1.788589505203924103e-08,1.565150924968987451e-11,1.215766545905693738e-05
2.391171694908177984e-05,-2.644829989401927337e-08,-1.907241385090078055e-08,1.655679778823460487e-11,1.215766545905693738e-05
2.526388669917033471e-05,-2.792536016108706413e-08,-2.033288999576014895e-08,1.749690016959274537e-11,1.215766545905693738e-05
2.666233170268192642e-05,-2.944937706186850633e-08,-2.167119360626092159e-08,1.846977952287122142e-11,1.215766545905693738e-05
2.810269017632312892e-05,-3.101475861065934974e-08,-2.309128550751403072e-08,1.947253268659985823e-11,1.215766545905693738e-05
2.957905618397733396e-05,-3.261407216437303647e-08,-2.459719820348186671e-08,2.050120494273323080e-11,1.215766545905693738e-05
3.108365894108237675e-05,-3.423766616823825110e-08,-2.619301355247859232e-08,2.155057056403173680e-11,1.215766545905693738e-05
3.260649704459464354e-05,-3.587323700345625751e-08,-2.788284825459676281e-08,2.261388251167921712e-11,1.215766545905693738e-05
3.413487827865182076e-05,-3.750528450485806188e-08,-2.967081315439011283e-08,2.368255702594152653e-11,1.215766545905693738e-05
3.565290924085376102e-05,-3.911450129838285996e-08,-3.156098908424845158e-08,2.474582366031001122e-11,1.215766545905693738e-05
3.714088107076634688e-05,-4.067702987952304019e-08,-3.355737532470172688e-08,2.579030320476666332e-11,1.215766545905693738e-05
3.857458175046194469e-05,-4.216360787646225669e-08,-3.566382427149624564e-08,2.679953393566794687e-11,1.215766545905693738e-05
3.992454515399518084e-05,-4.353858805612980754e-08,-3.788393063384520451e-08,2.775345210525336616e-11,1.215766545905693738e-05
4.115526571279748977e-05,-4.475882066205530432e-08,-4.022079789559103476e-08,2.862784491956487866e-11,1.215766545905693738e-05
4.222457257327171470e-05,-4.577253536258358658e-08,-4.267664759836521227e-08,2.939390914460517754e-11,1.215766545905693738e-05
4.308327795574470485e-05,-4.651823353612138919e-08,-4.525198039291873262e-08,3.001799640629744583e-11,1.215766545905693738e-05
4.367563501031396933e-05,-4.692402875601181195e-08,-4.794414830413783701e-08,3.046193039315247637e-11,1.215766545905693738e-05
4.394098488913741803e-05,-4.690774525986786228e-08,-5.074481739366970602e-08,3.068420411514633416e-11,1.215766545905693738e-05
4.381727624617886305e-05,-4.637868521181853176e-08,-5.363617814339360064e-08,3.064263483982171486e-11,1.215766545905693738e-05
4.324650161290441729e-05,-4.524202268920614138e-08,-5.658604178747261236e-08,3.029864762269155074e-11,1.215766545905693738e-05
4.218116424049201025e-05,-4.340697661890234291e-08,-5.954304713565828647e-08,2.962252776800592915e-11,1.215766545905693738e-05
4.058978328612245331e-05,-4.079934061878562207e-08,-6.243410754284006239e-08,2.859761296091467428e-11,1.215766545905693738e-05
3.846012949615444871e-05,-3.737744665347723110e-08,-6.516642207469697509e-08,2.722144153439237256e-11,1.215766545905693738e-05
3.580224480853798444e-05,-3.314861284282064907e-08,-6.763572131528029217e-08,2.550531884420261901e-11,1.215766545905693738e-05
3.265428752080678078e-05,-2.818101799168803439e-08,-6.973946731989705380e-08,2.347643302444889505e-11,1.215766545905693738e-05
2.908936017419469080e-05,-2.260577714333811068e-08,-7.138887505262962594e-08,2.118294118251933721e-11,1.215766545905693738e-05
2.521863407250810645e-05,-1.660887577022005880e-08,-7.251240366455200770e-08,1.869805196103148966e-11,1.215766545905693738e-05
2.119044457840422714e-05,-1.042002333501283726e-08,-7.304881435374701309e-08,1.612108593336174020e-11,1.215766545905693738e-05
1.719013146666598343e-05,-4.308357219819203777e-09,-7.293420512151583529e-08,1.357792474272974873e-11,1.215766545905693738e-05
1.344550064471842334e-05,1.408993696124998028e-09,-7.209033889760205915e-08,1.122452887245376903e-11,1.215766545905693738e-05
1.023754499371005996e-05,6.347963180046062553e-09,-7.041998996914017574e-08,9.254083848883392491e-12,1.215766545905693738e-05
7.909667415767056850e-06,1.003895281436411171e-08,-6.781183182116313935e-08,7.903775111290412416e-12,1.215766545905693738e-05
6.864846224919346558e-06,1.192361884740894924e-08,-6.415405175927012285e-08,7.454145841422561671e-12,1.215766545905693738e-05
7.540962673707514660e-06,1.138079764922052652e-08,-5.935397597156809067e-08,8.214116930096352633e-12,1.215766545905693738e-05
1.035926943384732056e-05,7.789146712915697257e-09,-5.335964458592246319e-08,1.048768238937021756e-11,1.215766545905693738e-05
1.564830016214761255e-05,6.247884873657630664e-10,-4.617904962096682695e-08,1.452305947734247191e-11,1.215766545905693738e-05
2.355335246780328892e-05,-1.041775375776718406e-08,-3.789334100036722195e-08,2.045025862054051519e-11,1.215766545905693738e-05
3.394788323160066208e-05,-2.530142002187432238e-08,-2.866171713195642193e-08,2.821723774040204942e-11,1.215766545905693738e-05
4.636674274023161257e-05,-4.354441585040861769e-08,-1.871831649087856613e-08,3.753744736586992074e-11,1.215766545905693738e-05
5.997968986811465637e-05,-6.416383412222934051e-08,-8.363534742584652784e-09,4.786105971689178204e-11,1.215766545905693738e-05
7.361802677746003606e-05,-8.568343694878146354e-08,2.046205592381996968e-09,5.837918268814065299e-11,1.215766545905693738e-05
8.586011438715277974e-05,-1.062149406902492358e-07,1.210420632142697720e-08,6.806677882999670224e-11,1.215766545905693738e-05
9.516865788936743520e-05,-1.236076062716570759e-07,2.135306501181109713e-08,7.576241190092255677e-11,1.215766545905693738e-05
1.000686462019037998e-04,-1.356573833008570979e-07,2.927769495215077917e-08,8.028183936262076956e-11,1.215766545905693738e-05
9.935363349897462790e-05,-1.403638847817957947e-07,3.529615781640121266e-08,8.056325549429551652e-11,1.215766545905693738e-05
9.230815910332065821e-05,-1.362274187787277873e-07,3.876581233001345036e-08,7.584338648523238977e-11,1.215766545905693738e-05
7.894391253095744726e-05,-1.225910633235344045e-07,3.903137028489446224e-08,6.587181561706466072e-11,1.215766545905693738e-05
6.024057234145656944e-05,-1.000205376653973402e-07,3.556843252420034523e-08,5.116377320869054817e-11,1.215766545905693738e-05
3.839532647861743656e-05,-7.073148329791677879e-08,2.829273513681595012e-08,3.329663375823056443e-11,1.215766545905693738e-05
1.710259907590817060e-05,-3.908602568643935984e-08,1.807421458309422078e-08,1.526169799332352028e-11,1.215766545905693738e-05
1.859731941505542606e-06,-1.214807485528290365e-08,7.327975387512682890e-09,1.859643621974394668e-12,1.215766545905693738e-05
1.023277979893735118e-04,-1.141427476753048131e-07,-6.854136752353432187e-08,7.018840006591944401e-11,1.215766545905693738e-05
7.810296053177853768e-05,-8.709630312930103703e-08,-5.294888402750727182e-08,5.361045302829281393e-11,1.215766545905693738e-05
6.083286123463801795e-05,-6.801390178653743160e-08,-4.128471108473980247e-08,4.189008245859325401e-11,1.215766545905693738e-05
4.653740598956181216e-05,-5.199407294656832361e-08,-3.192962525800626711e-08,3.205385243522558590e-11,1.215766545905693738e-05
3.574314628181382385e-05,-3.991414772329810281e-08,-2.473200479744771197e-08,2.462555110942712586e-11,1.215766545905693738e-05
2.750861193119789793e-05,-3.070312884214961849e-08,-1.917592667032590195e-08,1.895505015503973579e-11,1.215766545905693738e-05
2.122219302614873621e-05,-2.367723441203271460e-08,-1.488154747632358140e-08,1.462523560117710858e-11,1.215766545905693738e-05
1.640289035818661583e-05,-1.829459697685338538e-08,-1.155701391784483683e-08,1.130529602002005488e-11,1.215766545905693738e-05
1.269731409553884632e-05,-1.415820048197201662e-08,-8.980089405781848936e-09,8.752245408778710484e-12,1.215766545905693738e-05
9.840798934508443834e-06,-1.097104116308235288e-08,-6.980689759091830939e-09,6.783965875027004401e-12,1.215766545905693738e-05
8.378709974055145975e-06,-9.339837561876035462e-09,-5.957552552728248408e-09,5.776674902602945803e-12,1.215766545905693738e-05
8.931798230846369204e-06,-9.955069165731537788e-09,-6.365094901459892614e-09,6.158613109193192755e-12,1.215766545905693738e-05
9.518613388877308109e-06,-1.060749424920047519e-08,-6.799967072314127531e-09,6.563862662811934520e-12,1.215766545905693738e-05
1.014296724289402855e-05,-1.130157208934520578e-08,-7.264255516069697431e-09,6.995135472456683595e-12,1.215766545905693738e-05
1.080572569398480759e-05,-1.203806525565466634e-08,-7.759698843536811504e-09,7.452989750964981702e-12,1.215766545905693738e-05
1.150896326927724903e-05,-1.281923984344952698e-08,-8.288297832144764826e-09,7.938874217173343962e-12,1.215766545905693738e-05
1.225443370138058641e-05,-1.364694748082103120e-08,-8.852139734914498224e-09,8.454003369104666462e-12,1.215766545905693738e-05
1.304404590304308278e-05,-1.452322209781824834e-08,-9.453439193539887885e-09,8.999708348720328253e-12,1.215766545905693738e-05
1.387965477312666575e-05,-1.545001866763445456e-08,-1.009452639487766253e-08,9.577283832272643786e-12,1.215766545905693738e-05
1.476308568950075510e-05,-1.642924494657187460e-08,-1.077785289816740953e-08,1.018800747683903584e-11,1.215766545905693738e-05
1.569608409308239529e-05,-1.746269937241308228e-08,-1.150599548744805779e-08,1.083310432301414375e-11,1.215766545905693738e-05
1.668027702225706525e-05,-1.855202545491269709e-08,-1.228165540324211760e-08,1.151372075921879865e-11,1.215766545905693738e-05
1.771712479299565620e-05,-1.969865377137431183e-08,-1.310765971929381874e-08,1.223089142692272904e-11,1.215766545905693738e-05
1.880786582385752362e-05,-2.090373610525232560e-08,-1.398696159571989366e-08,1.298550159422756661e-11,1.215766545905693738e-05
1.995344568849941568e-05,-2.216806125199983905e-08,-1.492263603084812976e-08,1.377823868460662694e-11,1.215766545905693738e-05
2.115444273587849087e-05,-2.349196619099447342e-08,-1.591788098971967274e-08,1.460954153106488950e-11,1.215766545905693738e-05
2.241097088539370470e-05,-2.487522086610343751e-08,-1.697601127057785520e-08,1.547953396237706659e-11,1.215766545905693738e-05
2.372256123623605462e-05,-2.631688823935009423e-08,-1.810044786519273824e-08,1.638794385340597266e-11,1.215766545905693738e-05
2.508803112867001960e-05,-2.781516900426509431e-08,-1.929471148771705024e-08,1.733401363111784643e-11,1.215766545905693738e-05
2.650532825328750505e-05,-2.936721692473505167e-08,-2.056241365734575701e-08,1.831639369649468986e-11,1.215766545905693738e-05
2.797133110645393442e-05,-3.096890376633704126e-08,-2.190723392130369158e-08,1.933300584197770622e-11,1.215766545905693738e-05
2.948163184371552974e-05,-3.261456236881297218e-08,-2.333290686899588395e-08,2.038089470077097221e-11,1.215766545905693738e-05
3.103026747085233704e-05,-3.429666964071232086e-08,-2.484319738175319597e-08,2.145604373146734318e-11,1.215766545905693738e-05
3.260940279002713389e-05,-3.600547270625241401e-08,-2.644187183604892314e-08,2.255315811126897200e-11,1.215766545905693738e-05
3.420897076112276123e-05,-3.772856362093287055e-08,-2.813267657431488790e-08,2.366541850879344598e-11,1.215766545905693738e-05
3.581621887011382288e-05,-3.945034456146498372e-08,-2.991928974041934631e-08,2.478417017818807192e-11,1.215766545905693738e-05
3.741520733956463229e-05,-4.115143201567797213e-08,-3.180529083363027781e-08,2.589857904914798898e-11,1.215766545905693738e-05
3.898619998688913229e-05,-4.280793066785208671e-08,-3.379410650947953011e-08,2.699521375661324941e-11,1.215766545905693738e-05
4.050497206251124432e-05,-4.439059639097726010e-08,-3.588895267554360557e-08,2.805757009867144860e-11,1.215766545905693738e-05
4.194202884797610406e-05,-4.586386711850133892e-08,-3.809275379902962447e-08,2.906553300525232160e-11,1.215766545905693738e-05
4.326173201953140108e-05,-4.718473155270816777e-08,-4.040798602498562809e-08,2.999477278585550257e-11,1.215766545905693738e-05
4.442147847631596201e-05,-4.830154591569719192e-08,-4.283645174103256622e-08,3.081617449637764859e-11,1.215766545905693738e-05
4.537096031303087873e-05,-4.915274844990128115e-08,-4.537875782460083891e-08,3.149531946559419513e-11,1.215766545905693738e-05
4.605195159348668372e-05,-4.966583436135022046e-08,-4.803343594062824206e-08,3.199233157355229515e-11,1.215766545905693738e-05
4.639893262275013037e-05,-4.975677634162533642e-08,-5.079522844006885311e-08,3.226232216724376069e-11,1.215766545905693738e-05
4.634135552381197804e-05,-4.933067124380742028e-08,-5.365228058848082478e-08,3.225704651591813261e-11,1.215766545905693738e-05
4.580809587304446751e-05,-4.828443653207299448e-08,-5.658189869189416849e-08,3.192826762698286569e-11,1.215766545905693738e-05
4.473415024424839384e-05,-4.651269549336616522e-08,-5.954526197378064996e-08,3.123300213425793336e-11,1.215766545905693738e-05
4.306825018469017296e-05,-4.391775003389662037e-08,-6.248257532652892269e-08,3.013958582444546065e-11,1.215766545905693738e-05
4.077872181850346187e-05,-4.042351465057789170e-08,-6.531094532212613417e-08,2.863186520479965059e-11,1.215766545905693738e-05
3.785606102384194284e-05,-3.599171514168144160e-08,-6.792722217403865001e-08,2.670935898897927462e-11,1.215766545905693738e-05
3.431486333600199633e-05,-3.063716353704346640e-08,-7.021721096610912367e-08,2.438570128433088823e-11,1.215766545905693738e-05
3.019861504905718390e-05,-2.443742147199005583e-08,-7.206942187306899325e-08,2.169024300074023253e-11,1.215766545905693738e-05
2.558555028931867992e-05,-1.753259007588924249e-08,-7.338654076347343113e-08,1.867301333657429132e-11,1.215766545905693738e-05
2.059165089350486572e-05,-1.011660651822158038e-08,-7.408768225191612770e-08,1.540908219792008835e-11,1.215766545905693738e-05
1.537130812619305379e-05,-2.428291633591871461e-09,-7.410018340359237660e-08,1.200072172134212612e-11,1.215766545905693738e-05
1.012080968661975657e-05,5.247809092928097541e-09,-7.334641607154200486e-08,8.580191599229342450e-12,1.215766545905693738e-05
5.088531649876342402e-06,1.256635463308029806e-08,-7.173323440680956896e-08,5.316325378472428261e-12,1.215766545905693738e-05
5.895591472950912134e-07,1.909700599140282152e-08,-6.914981296938420961e-08,2.424261726692664169e-12,1.215766545905693738e-05
-2.984206418307043026e-06,2.430459510937098678e-08,-6.547577636283023385e-08,1.728231743854509550e-13,1.215766545905693738e-05
-5.170448649160463036e-06,2.755061308276366742e-08,-6.059852928583677139e-08,-1.118523828792456249e-12,1.215766545905693738e-05
-5.469510622049467246e-06,2.813027512931297914e-08,-5.443637033929748722e-08,-1.100371846213193352e-12,1.215766545905693738e-05
