# rhoA,rhoUA,rhoVA,rhoEA,LR
-4.141279671646916444e-06,5.946942618283002000e-09,2.569269329456107937e-09,-3.604537974585179373e-12,1.215766545905693738e-05
-3.226132845672071033e-06,4.708564196643833176e-09,1.714021461014601471e-09,-2.859441082532898767e-12,1.215766545905693738e-05
-2.494352053034173360e-06,3.691045155835515299e-09,1.031991954809208923e-09,-2.240747180229827718e-12,1.215766545905693738e-05
-1.922606911164752355e-06,2.869196055652296310e-09,5.486839584010190053e-10,-1.734093838043452542e-12,1.215766545905693738e-05
-1.494252522177542943e-06,2.225573435078524149e-09,2.528282307788556034e-10,-1.331249108431850925e-12,1.215766545905693738e-05
-1.282663981348906755e-06,1.899143716292093986e-09,1.127837566276098293e-10,-1.122709414285700011e-12,1.215766545905693738e-05
-1.387369180593439811e-06,2.009594616814044584e-09,8.969986122139680543e-11,-1.167571786901601130e-12,1.215766545905693738e-05
-1.489954830730782938e-06,2.107244156670132515e-09,7.220661828436888891e-11,-1.211423791615810679e-12,1.215766545905693738e-05
-1.581410884335936974e-06,2.175123196240212258e-09,7.462037176466926585e-11,-1.243507041517848401e-12,1.215766545905693738e-05
-1.663081451919930888e-06,2.222303092015044212e-09,8.169588474362521362e-11,-1.269465509835051739e-12,1.215766545905693738e-05
-1.730675036539885330e-06,2.246897065537689133e-09,9.108164852840777541e-11,-1.284515773214223129e-12,1.215766545905693738e-05
-1.786750098122870831e-06,2.256134093249124878e-09,1.002055196134554181e-10,-1.291771618476694743e-12,1.215766545905693738e-05
-1.832484154073521125e-06,2.253068682078069883e-09,1.087360351233969002e-10,-1.291205785819191311e-12,1.215766545905693738e-05
-1.870529810341504686e-06,2.242228123694803956e-09,1.177841192784925956e-10,-1.284923313763864359e-12,1.215766545905693738e-05
-1.902781181268153735e-06,2.227025690101162889e-09,1.281932076121129508e-10,-1.274850188092646709e-12,1.215766545905693738e-05
-1.929752082907221163e-06,2.209405551610627723e-09,1.397921506988072252e-10,-1.262090534658180449e-12,1.215766545905693738e-05
-1.952843566171739345e-06,2.192657014540573336e-09,1.526442561253967586e-10,-1.249508712367652574e-12,1.215766545905693738e-05
-1.969521773531702959e-06,2.174659486363190027e-09,1.664126380495712875e-10,-1.234840980187480423e-12,1.215766545905693738e-05
-1.982160425087950993e-06,2.157661161905970924e-09,1.810287086137796965e-10,-1.220805006589286294e-12,1.215766545905693738e-05
-1.989877356823367077e-06,2.141175074383442241e-09,1.962428496486862508e-10,-1.207014187777124001e-12,1.215766545905693738e-05
-1.992733928313728125e-06,2.125946277590347249e-09,2.115176302254883740e-10,-1.194639198838619628e-12,1.215766545905693738e-05
-1.990415128524699496e-06,2.112216032212081826e-09,2.263923364466386637e-10,-1.184160765521668069e-12,1.215766545905693738e-05
-1.982750443200081685e-06,2.099981057389102198e-09,2.406931609616341035e-10,-1.175453869808595311e-12,1.215766545905693738e-05
-1.969416900791677696e-06,2.088839221112656602e-09,2.541492134880915437e-10,-1.169162053038806924e-12,1.215766545905693738e-05
-1.950031606687428701e-06,2.078793642663315704e-09,2.662094787437712092e-10,-1.165715789339896864e-12,1.215766545905693738e-05
-1.924850390927040522e-06,2.070602840676901438e-09,2.764874663030343256e-10,-1.166693646765191304e-12,1.215766545905693738e-05
-1.893354510678849578e-06,2.062823410496901671e-09,2.844584214851123799e-10,-1.170676975717701044e-12,1.215766545905693738e-05
-1.856247477418315978e-06,2.056138555839762205e-09,2.896181088812155630e-10,-1.179712981500107967e-12,1.215766545905693738e-05
-1.813095660731324206e-06,2.049610270576653745e-09,2.912456509137429556e-10,-1.193471490409835010e-12,1.215766545905693738e-05
-1.764847979793615349e-06,2.043452807121010613e-09,2.884497345126950074e-10,-1.213514861475499376e-12,1.215766545905693738e-05
-1.711655577812454480e-06,2.036624287459542871e-09,2.803158794091001376e-10,-1.239378182987654108e-12,1.215766545905693738e-05
-1.654799104257996230e-06,2.028813379749763709e-09,2.657944860270754168e-10,-1.272040565687562525e-12,1.215766545905693738e-05
-1.594763627984915772e-06,2.018821241923552272e-09,2.437188355041857045e-10,-1.311518567225315927e-12,1.215766545905693738e-05
-1.532983785612156983e-06,2.006190801060375569e-09,2.126392666651845063e-10,-1.358893105313320197e-12,1.215766545905693738e-05
-1.470406617520047637e-06,1.989719139656833706e-09,1.712393168590264594e-10,-1.413841713283384005e-12,1.215766545905693738e-05
-1.408509280304795634e-06,1.968649833315896265e-09,1.179209723813736737e-10,-1.476774965783057247e-12,1.215766545905693738e-05
-1.347781818409334541e-06,1.941552190020446060e-09,5.121891828620799543e-11,-1.547485307798600468e-12,1.215766545905693738e-05
-1.288513006291016791e-06,1.907812736778054231e-09,-3.045829752075341242e-11,-1.626939451848557038e-12,1.215766545905693738e-05
-1.229910762289228232e-06,1.865829373136956166e-09,-1.284615131045286969e-10,-1.714027591045521014e-12,1.215766545905693738e-05
-1.170453818229797956e-06,1.814723761914375022e-09,-2.440500227369063337e-10,-1.809307121082063520e-12,1.215766545905693738e-05
-1.106590704965644742e-06,1.752640532285199499e-09,-3.783981820841442796e-10,-1.911925031936245346e-12,1.215766545905693738e-05
-1.033540587705699241e-06,1.678740668311954969e-09,-5.319959274323704655e-10,-2.023180221729708326e-12,1.215766545905693738e-05
-9.446076542593754109e-07,1.590191525643745388e-09,-7.055295324842599716e-10,-2.140149740463809313e-12,1.215766545905693738e-05
-8.328947126049656304e-07,1.485583117591191734e-09,-8.985300398399769169e-10,-2.263977156304917832e-12,1.215766545905693738e-05
-6.884906434699176757e-07,1.362237729150830510e-09,-1.110996778294011452e-09,-2.393069952250078680e-12,1.215766545905693738e-05
-5.031697609613658794e-07,1.217881959298371736e-09,-1.341378917997626852e-09,-2.526589095418922636e-12,1.215766545905693738e-05
-2.676209054337889823e-07,1.050443058591214768e-09,-1.588413596203420908e-09,-2.662693586476371149e-12,1.215766545905693738e-05
2.510895955009258092e-08,8.571502755570794320e-10,-1.849910287076343075e-09,-2.798805048156806766e-12,1.215766545905693738e-05
3.830920215774525856e-07,6.364577419011191855e-10,-2.123153518288321382e-09,-2.933637021312937242e-12,1.215766545905693738e-05
8.087577233830297241e-07,3.865092221166644889e-10,-2.404794028616641639e-09,-3.062362994722403923e-12,1.215766545905693738e-05
1.304601004168929509e-06,1.070484107343046258e-10,-2.690866873741812453e-09,-3.182668678424807486e-12,1.215766545905693738e-05
1.868307226194611459e-06,-2.018428422245422843e-10,-2.977135187035079244e-09,-3.290297548477484442e-12,1.215766545905693738e-05
2.493672572264741816e-06,-5.382826771666096225e-10,-3.258119405147284111e-09,-3.380691185077896507e-12,1.215766545905693738e-05
3.175666605022972196e-06,-9.002024543869021366e-10,-3.528621345207429038e-09,-3.449500898234894223e-12,1.215766545905693738e-05
3.898637333979688513e-06,-1.284357982521239678e-09,-3.782267305657054684e-09,-3.491220187056861260e-12,1.215766545905693738e-05
4.648525952601364337e-06,-1.684805302887180299e-09,-4.012452827380475055e-09,-3.501027491203759597e-12,1.215766545905693738e-05
5.410642262510234557e-06,-2.096449418205909394e-09,-4.212480142491191022e-09,-3.474308338277913500e-12,1.215766545905693738e-05
6.158021140166577692e-06,-2.511760360263282046e-09,-4.374766720924701949e-09,-3.405458522914154496e-12,1.215766545905693738e-05
6.869689880354544469e-06,-2.920947980783089019e-09,-4.491834770717365498e-09,-3.289905922266683179e-12,1.215766545905693738e-05
7.522721814337412744e-06,-3.315157903938038264e-09,-4.556050875487070899e-09,-3.124902655224834699e-12,1.215766545905693738e-05
8.082937931067770042e-06,-3.682310697677081306e-09,-4.559778395513836046e-09,-2.906747475211269991e-12,1.215766545905693738e-05
8.522142606168511144e-06,-4.007944383016172849e-09,-4.495397821002381410e-09,-2.633474132951211483e-12,1.215766545905693738e-05
8.813371255358051618e-06,-4.277607217045924309e-09,-4.355828969814660262e-09,-2.307804947686426668e-12,1.215766545905693738e-05
8.921634326205951461e-06,-4.473607852044817729e-09,-4.136081396270106218e-09,-1.932273654811514836e-12,1.215766545905693738e-05
8.816033722203382874e-06,-4.575333110341884250e-09,-3.831096633299229949e-09,-1.513899284520492237e-12,1.215766545905693738e-05
8.474914430803656384e-06,-4.560967246366546884e-09,-3.439071251516123402e-09,-1.067781581122775365e-12,1.215766545905693738e-05
7.880100676486977523e-06,-4.407021786999905108e-09,-2.965472181147479307e-09,-6.134290355765657590e-13,1.215766545905693738e-05
7.021800545516046369e-06,-4.090388091098980113e-09,-2.419011034786402179e-09,-1.798581414430153767e-13,1.215766545905693738e-05
5.919745992042105391e-06,-3.593082354850184367e-09,-1.821002334917772227e-09,1.924794591156267194e-13,1.215766545905693738e-05
4.625755866236422595e-06,-2.911526235382667870e-09,-1.208785992330924908e-09,4.569912690334708982e-13,1.215766545905693738e-05
3.237348534307445845e-06,-2.075077366212965637e-09,-6.431147971352752687e-10,5.611919223072669515e-13,1.215766545905693738e-05
1.920998662642267311e-06,-1.177302521537308050e-09,-2.105683796368282890e-10,4.736001097134725566e-13,1.215766545905693738e-05
9.019137824295327522e-07,-4.333615498857385626e-10,-1.326182339220639684e-11,2.579260611866682076e-13,1.215766545905693738e-05
-2.532195377874573778e-05,3.683549505949742155e-08,5.098208910229600337e-09,-2.297053693124806496e-11,1.215766545905693738e-05
-1.723617679337962092e-05,2.575348135991366316e-08,5.489052103209816082e-09,-1.630420161976299602e-11,1.215766545905693738e-05
-1.287146778999940175e-05,1.954927033434645183e-08,5.219691989569085397e-09,-1.248373426403950449e-11,1.215766545905693738e-05
-9.686356375311961343e-06,1.495941457422753527e-08,4.456593637535655553e-09,-9.602415753675601046e-12,1.215766545905693738e-05
-7.467889806042251461e-06,1.166552609689065738e-08,3.462635066971825892e-09,-7.485342245319234700e-12,1.215766545905693738e-05
-5.745284730391107463e-06,9.038813935645188872e-09,2.457059736410782953e-09,-5.768186299958150403e-12,1.215766545905693738e-05
-4.358998655429076392e-06,6.874932686801696802e-09,1.586910304737574952e-09,-4.340065941107977839e-12,1.215766545905693738e-05
-3.253476898907000456e-06,5.119917631370671596e-09,9.220073417744662408e-10,-3.180716900706818189e-12,1.215766545905693738e-05
-2.409870726250360816e-06,3.767693380113955302e-09,4.734940729489868962e-10,-2.293645868918087164e-12,1.215766545905693738e-05
-1.791743266268476586e-06,2.777506108283294687e-09,2.132732056686965417e-10,-1.657457476359597195e-12,1.215766545905693738e-05
-1.482564739394008487e-06,2.278237970287587577e-09,9.537727243165130373e-11,-1.337741851321345066e-12,1.215766545905693738e-05
-1.553065360343763371e-06,2.359677127810847585e-09,7.135474298517142625e-11,-1.371243762300846041e-12,1.215766545905693738e-05
-1.639080610953010400e-06,2.451413601061029768e-09,5.736039125896852568e-11,-1.415625251916593213e-12,1.215766545905693738e-05
-1.723864910320822519e-06,2.531386537756642934e-09,6.223567086228304725e-11,-1.461645312385700297e-12,1.215766545905693738e-05
-1.803009836980516483e-06,2.594699661709866988e-09,7.213867024214033880e-11,-1.505663716362249048e-12,1.215766545905693738e-05
-1.870262668414455984e-06,2.635912522865495407e-09,8.276209020265141610e-11,-1.541628618037232820e-12,1.215766545905693738e-05
-1.927225670769492265e-06,2.659800158144303992e-09,9.097647781026759387e-11,-1.570661252530791001e-12,1.215766545905693738e-05
-1.975635635588113580e-06,2.669277994089418872e-09,9.622290906156225533e-11,-1.592446306146730088e-12,1.215766545905693738e-05
-2.019057323012296542e-06,2.668793273038311868e-09,9.970295787285704431e-11,-1.608539697481613444e-12,1.215766545905693738e-05
-2.060676948077081950e-06,2.662360305537257437e-09,1.025372375036022944e-10,-1.620636395534172225e-12,1.215766545905693738e-05
-2.102206050681671887e-06,2.651946219213122359e-09,1.050789142029935802e-10,-1.629051275109674677e-12,1.215766545905693738e-05
-2.145074292058208880e-06,2.639748960593844571e-09,1.077450626378892043e-10,-1.635396263377879496e-12,1.215766545905693738e-05
-2.189327747020019952e-06,2.626347306402661769e-09,1.099647114274124939e-10,-1.639545745580736471e-12,1.215766545905693738e-05
-2.236027039954338679e-06,2.613861451000783857e-09,1.125104620084034082e-10,-1.643321863135154323e-12,1.215766545905693738e-05
-2.283645496485362066e-06,2.602014634213083502e-09,1.150087555228536507e-10,-1.646036630324782931e-12,1.215766545905693738e-05
-2.332273460945885468e-06,2.591559124748481076e-09,1.172178664097746055e-10,-1.648394265883089586e-12,1.215766545905693738e-05
-2.381689010814442663e-06,2.582926660220533696e-09,1.188487173084347233e-10,-1.650983712019445648e-12,1.215766545905693738e-05
-2.430599275559539467e-06,2.576636004569592073e-09,1.200504674972615443e-10,-1.654292787970388499e-12,1.215766545905693738e-05
-2.477908865287446027e-06,2.573722206166231896e-09,1.205284391942115711e-10,-1.659491202081762293e-12,1.215766545905693738e-05
-2.521964608335240498e-06,2.574761349557968252e-09,1.199622689701134763e-10,-1.666265758488888225e-12,1.215766545905693738e-05
-2.560576587161859080e-06,2.579588815184281754e-09,1.182077580499937457e-10,-1.675430709079450110e-12,1.215766545905693738e-05
-2.590941166562208463e-06,2.588764993865980960e-09,1.151881211044710626e-10,-1.687364303759993953e-12,1.215766545905693738e-05
-2.610039087923802945e-06,2.603676493864188424e-09,1.107718971965121596e-10,-1.703909572124092044e-12,1.215766545905693738e-05
-2.613406061092239458e-06,2.623815559001271035e-09,1.046255512503991927e-10,-1.724255471805637066e-12,1.215766545905693738e-05
-2.596000608934349644e-06,2.650020865698845549e-09,9.646697161678125924e-11,-1.750090300935228494e-12,1.215766545905693738e-05
-2.551326242439177838e-06,2.682044414664180694e-09,8.597162406012731469e-11,-1.781696218029106451e-12,1.215766545905693738e-05
-2.471495248257549780e-06,2.720090492214788677e-09,7.290777858747705478e-11,-1.820615991050167179e-12,1.215766545905693738e-05
-2.347407231194491723e-06,2.763173636708140211e-09,5.677543321590348792e-11,-1.866856363978947948e-12,1.215766545905693738e-05
-2.168391864037370235e-06,2.810414796047555564e-09,3.701872038475088970e-11,-1.921286541024418888e-12,1.215766545905693738e-05
-1.922262465555218983e-06,2.859684133460681098e-09,1.315360586754143457e-11,-1.984119857955389493e-12,1.215766545905693738e-05
-1.595477165377544478e-06,2.909070573259343925e-09,-1.549163551330112266e-11,-2.056561166355157375e-12,1.215766545905693738e-05
-1.173610160530965657e-06,2.955022626538247407e-09,-4.962923072746927163e-11,-2.137881622456894098e-12,1.215766545905693738e-05
-6.420042663416686013e-07,2.994102417641550347e-09,-9.014474375281427362e-11,-2.228252265831363708e-12,1.215766545905693738e-05
1.488013912685656552e-08,3.020988330568506069e-09,-1.377798160183007363e-10,-2.326311983746507973e-12,1.215766545905693738e-05
8.106017026092674628e-07,3.031571899428810582e-09,-1.934643944864507399e-10,-2.432639985684510631e-12,1.215766545905693738e-05
1.758907726197678724e-06,3.019450533225618958e-09,-2.581132266212922453e-10,-2.543578443207392200e-12,1.215766545905693738e-05
2.869200993891610272e-06,2.979820334632114832e-09,-3.323200063105467754e-10,-2.658557826241701386e-12,1.215766545905693738e-05
4.151074434669073188e-06,2.906169736339398831e-09,-4.168787866855994188e-10,-2.773531304715757621e-12,1.215766545905693738e-05
5.606904363069474805e-06,2.794947774794448786e-09,-5.118761471881296929e-10,-2.888224887051219359e-12,1.215766545905693738e-05
7.239302082886688504e-06,2.640749142129740993e-09,-6.176784071438183755e-10,-2.995720320815848506e-12,1.215766545905693738e-05
9.044666844711182830e-06,2.439725455934699130e-09,-7.334050981427285199e-10,-3.093935373015874215e-12,1.215766545905693738e-05
1.101426283162901440e-05,2.190507666784231846e-09,-8.587822533929669694e-10,-3.179673819258665493e-12,1.215766545905693738e-05
1.313896579597819051e-05,1.891268711566021714e-09,-9.922345044772163770e-10,-3.248175278925957613e-12,1.215766545905693738e-05
1.540118274752208508e-05,1.542087142530340195e-09,-1.132093506626134273e-09,-3.295908235089165172e-12,1.215766545905693738e-05
1.778366211899675163e-05,1.142750531824328738e-09,-1.276031081875564252e-09,-3.318358521938869071e-12,1.215766545905693738e-05
2.025919962437467512e-05,6.954606084311885064e-10,-1.421614075237486316e-09,-3.312749402643970194e-12,1.215766545905693738e-05
2.280024788662483344e-05,2.044163035285046880e-10,-1.565861357957985821e-09,-3.275989152927981850e-12,1.215766545905693738e-05
2.537432445550243091e-05,-3.285492512267675126e-10,-1.705020249243351474e-09,-3.203661689171290021e-12,1.215766545905693738e-05
2.793677425670743145e-05,-8.976400719164891940e-10,-1.836340515058095384e-09,-3.094106182007129610e-12,1.215766545905693738e-05
3.044642328742167405e-05,-1.496395877910029512e-09,-1.955405950980266850e-09,-2.944889890884837528e-12,1.215766545905693738e-05
3.284945356447091053e-05,-2.119217769572336705e-09,-2.058510210748104279e-09,-2.753852691715994947e-12,1.215766545905693738e-05
3.508068447532477693e-05,-2.757066475884161348e-09,-2.142442279860695878e-09,-2.519749992293794816e-12,1.215766545905693738e-05
3.707760198574616787e-05,-3.399554017125352602e-09,-2.202824159626007627e-09,-2.243819183114104580e-12,1.215766545905693738e-05
3.876205986576203218e-05,-4.037000287683662123e-09,-2.236297194088397165e-09,-1.925465689375873780e-12,1.215766545905693738e-05
4.004440701848459484e-05,-4.655903436054774105e-09,-2.239853406253606326e-09,-1.566027502531426234e-12,1.215766545905693738e-05
4.083738844175118567e-05,-5.239881305403855452e-09,-2.210390821485227386e-09,-1.172144035663755975e-12,1.215766545905693738e-05
4.104141776248412045e-05,-5.772454544216953338e-09,-2.145396592959192695e-09,-7.479476410780515369e-13,1.215766545905693738e-05
4.054832962915593284e-05,-6.232218060501644358e-09,-2.043100539737332139e-09,-3.005684259877494256e-13,1.215766545905693738e-05
3.926120685662007868e-05,-6.592645950531837769e-09,-1.903527617768692383e-09,1.531966024568171443e-13,1.215766545905693738e-05
3.708770012971398925e-05,-6.824893153547333208e-09,-1.726184762497752134e-09,5.992224848889193433e-13,1.215766545905693738e-05
3.395247274621053491e-05,-6.893413947273675255e-09,-1.512822598563171720e-09,1.017690831011192951e-12,1.215766545905693738e-05
2.983280345123425287e-05,-6.757197865880870936e-09,-1.270354127692112382e-09,1.374667556995616728e-12,1.215766545905693738e-05
2.477588542118279625e-05,-6.371152040181313292e-09,-1.005089354310814218e-09,1.637010161369499165e-12,1.215766545905693738e-05
1.895028333625882295e-05,-5.691491902877948237e-09,-7.301640046012769667e-10,1.764960083176097155e-12,1.215766545905693738e-05
1.271853569225670832e-05,-4.690843611275216435e-09,-4.651002757365097902e-10,1.715291657598128705e-12,1.215766545905693738e-05
6.705509922708217585e-06,-3.381302584065334850e-09,-2.395494369878167870e-10,1.451379113245918512e-12,1.215766545905693738e-05
1.864985837921530037e-06,-1.877906950308906920e-09,-9.091229842210516893e-11,9.824654409772959871e-13,1.215766545905693738e-05
-6.026154664273613112e-07,-5.173173379994198151e-10,-5.482551738375604376e-11,4.246880381568237235e-13,1.215766545905693738e-05
-1.781308720337150105e-05,2.526090609684097262e-08,5.358439901755886401e-09,-1.498005343623184663e-11,1.215766545905693738e-05
-1.430376244372642518e-05,2.028474353494111686e-08,5.650300993445353956e-09,-1.204735683540999840e-11,1.215766545905693738e-05
-1.176285842872253354e-05,1.672509674684760090e-08,5.257472139613195934e-09,-9.941241922789659158e-12,1.215766545905693738e-05
-9.353967627807122578e-06,1.344030101546735919e-08,4.379571963319049850e-09,-7.992252726769846984e-12,1.215766545905693738e-05
-7.334738372797620555e-06,1.068802858038918914e-08,3.307583218039187942e-09,-6.353184518687166766e-12,1.215766545905693738e-05
-5.657916555356747924e-06,8.373301119986624128e-09,2.270223756545995934e-09,-4.969137800484617081e-12,1.215766545905693738e-05
-4.313482032798624500e-06,6.475593479626609186e-09,1.409356228372118831e-09,-3.829600937919771437e-12,1.215766545905693738e-05
-3.272466100283885066e-06,4.966339651621148608e-09,7.815095214063557839e-10,-2.920422848635221277e-12,1.215766545905693738e-05
-2.486389802571231067e-06,3.798669260004437913e-09,3.798667579809753679e-10,-2.216445141974185937e-12,1.215766545905693738e-05
-1.904940981525253464e-06,2.915801741499910576e-09,1.614016871693626238e-10,-1.686148768815953654e-12,1.215766545905693738e-05
-1.611625951399454983e-06,2.468520201160661096e-09,6.827888476363627261e-11,-1.416955460099343399e-12,1.215766545905693738e-05
-1.708982337200101635e-06,2.610171183404413368e-09,4.408263038598224613e-11,-1.487288779980444892e-12,1.215766545905693738e-05
-1.807088411224506953e-06,2.744380924302562536e-09,3.292216107445463812e-11,-1.557053945031234681e-12,1.215766545905693738e-05
-1.899630440261737289e-06,2.856824727600558157e-09,4.076544253763501287e-11,-1.620022793517737332e-12,1.215766545905693738e-05
-1.985131330059114637e-06,2.944898584638869321e-09,5.591732798189219694e-11,-1.675120379178442734e-12,1.215766545905693738e-05
-2.058161417252656117e-06,3.004034681933349579e-09,7.283270010094695388e-11,-1.717268685295209916e-12,1.215766545905693738e-05
-2.119042279626436461e-06,3.038698743346657401e-09,8.772136517286270655e-11,-1.747251073933730330e-12,1.215766545905693738e-05
-2.168643366773406994e-06,3.052839539545898104e-09,9.969626484229262459e-11,-1.765267747198189544e-12,1.215766545905693738e-05
-2.209839781093890843e-06,3.052352862166634626e-09,1.099305782157943349e-10,-1.773709001434397169e-12,1.215766545905693738e-05
-2.245242692474288877e-06,3.042375666601567267e-09,1.197313471178268815e-10,-1.775041752992474377e-12,1.215766545905693738e-05
-2.276292877368434785e-06,3.026367667851654294e-09,1.297608090798835925e-10,-1.770964581761992667e-12,1.215766545905693738e-05
-2.304540088014580683e-06,3.008306979979229614e-09,1.406578057892032529e-10,-1.764291489877472983e-12,1.215766545905693738e-05
-2.329424952163787347e-06,2.987893983028345503e-09,1.521940273731639717e-10,-1.754311040595836753e-12,1.215766545905693738e-05
-2.351696882581466718e-06,2.967832193887859424e-09,1.649568824435426339e-10,-1.743659580120376048e-12,1.215766545905693738e-05
-2.370604922836113924e-06,2.948244954167046073e-09,1.782621297566896456e-10,-1.732437074299423828e-12,1.215766545905693738e-05
-2.385861975834537645e-06,2.930200102942451946e-09,1.919272476905225402e-10,-1.722042990188110313e-12,1.215766545905693738e-05
-2.396659788766912200e-06,2.914227671442633943e-09,2.055726217694708852e-10,-1.713362696179699688e-12,1.215766545905693738e-05
-2.401737156744203483e-06,2.900458933264060199e-09,2.189447959232446685e-10,-1.706219844151790951e-12,1.215766545905693738e-05
-2.401099390874560126e-06,2.888181140512397816e-09,2.317129828954434046e-10,-1.701449539789431484e-12,1.215766545905693738e-05
-2.393718456338792513e-06,2.877736280553497571e-09,2.433787078794731103e-10,-1.699841744798223984e-12,1.215766545905693738e-05
-2.379244035647018598e-06,2.870353945943400538e-09,2.532622810773097780e-10,-1.703498679195447348e-12,1.215766545905693738e-05
-2.356030656345903909e-06,2.863801419481240393e-09,2.607605476878771664e-10,-1.710615568435446904e-12,1.215766545905693738e-05
-2.324082718247661954e-06,2.859297259782762969e-09,2.652281918361041021e-10,-1.723895574518446412e-12,1.215766545905693738e-05
-2.282039249290266644e-06,2.855491652503340258e-09,2.658492884754126165e-10,-1.743049503285758741e-12,1.215766545905693738e-05
-2.229750667636133710e-06,2.852869220623870922e-09,2.614793063048865323e-10,-1.770188304217665485e-12,1.215766545905693738e-05
-2.166251651066018137e-06,2.849833494998320646e-09,2.509655442340846429e-10,-1.804785789739997242e-12,1.215766545905693738e-05
-2.091542424045445811e-06,2.846032851524884735e-09,2.329991313898288896e-10,-1.848211430776671013e-12,1.215766545905693738e-05
-2.004890972640130254e-06,2.839663476837532064e-09,2.060854173861332543e-10,-1.900568251937402042e-12,1.215766545905693738e-05
-1.906345415956799270e-06,2.830120479354054465e-09,1.683831558103045092e-10,-1.963395887271304698e-12,1.215766545905693738e-05
-1.795618881958970467e-06,2.815481022222959259e-09,1.181680939128245103e-10,-2.036338117415091353e-12,1.215766545905693738e-05
-1.672898496523509297e-06,2.794516882467877787e-09,5.337520178193213625e-11,-2.120001169108614625e-12,1.215766545905693738e-05
-1.537566001298711591e-06,2.764867515293121356e-09,-2.792074040755796204e-11,-2.214101862551665963e-12,1.215766545905693738e-05
-1.388929048284850481e-06,2.725476851981819500e-09,-1.278075235759075386e-10,-2.319921838424008328e-12,1.215766545905693738e-05
-1.225443289281398493e-06,2.673624791866818175e-09,-2.480220763941372637e-10,-2.435885133935388797e-12,1.215766545905693738e-05
-1.045052926591904377e-06,2.607798424607702507e-09,-3.902644251073843481e-10,-2.562587869343355142e-12,1.215766545905693738e-05
-8.438206570284004282e-07,2.524953666717782550e-09,-5.559510391800223820e-10,-2.698602959677641096e-12,1.215766545905693738e-05
-6.168855834454225243e-07,2.423798778135293972e-09,-7.457228589631903210e-10,-2.845402900780408588e-12,1.215766545905693738e-05
-3.574919363708493831e-07,2.299962299974562434e-09,-9.602455835614342185e-10,-2.998661846180957928e-12,1.215766545905693738e-05
-5.896124407579588241e-08,2.151530541145226429e-09,-1.198945341609475514e-09,-3.159577631368460704e-12,1.215766545905693738e-05
2.885004315805098988e-07,1.974672839834309521e-09,-1.461436700664911407e-09,-3.325444204248744974e-12,1.215766545905693738e-05
6.926612231803146790e-07,1.766378964435374885e-09,-1.745598736905774811e-09,-3.494876659253697616e-12,1.215766545905693738e-05
1.162222468235377161e-06,1.523927327762662793e-09,-2.049653602248121973e-09,-3.665017319998951379e-12,1.215766545905693738e-05
1.703447199306794143e-06,1.243561368251862443e-09,-2.370581434115507537e-09,-3.832129413262746771e-12,1.215766545905693738e-05
2.323331662098355911e-06,9.234949490174576101e-10,-2.704694093964855259e-09,-3.994313836391875212e-12,1.215766545905693738e-05
3.022732438019470341e-06,5.612669468592375308e-10,-3.047704160335138485e-09,-4.145081311175456339e-12,1.215766545905693738e-05
3.801811672786768834e-06,1.567677134619045914e-10,-3.394557669999413190e-09,-4.281343960874618648e-12,1.215766545905693738e-05
4.655504909202997862e-06,-2.895991272205888879e-10,-3.739917018520053536e-09,-4.397664593186918700e-12,1.215766545905693738e-05
5.573909322318387664e-06,-7.752458422617532935e-10,-4.077039033019172257e-09,-4.488264950132466565e-12,1.215766545905693738e-05
6.547495113552284063e-06,-1.297081194982047162e-09,-4.399507932171547137e-09,-4.547580826391215975e-12,1.215766545905693738e-05
7.555143030831485142e-06,-1.850369618447076403e-09,-4.699654897855751717e-09,-4.568948233962248714e-12,1.215766545905693738e-05
8.576542000574095066e-06,-2.426974338552797726e-09,-4.969535937235355901e-09,-4.546496082954524826e-12,1.215766545905693738e-05
9.589878793174488699e-06,-3.019480370587025879e-09,-5.201025466758074930e-09,-4.474520308698452368e-12,1.215766545905693738e-05
1.055976920974085028e-05,-3.617185820421187948e-09,-5.385245379203745897e-09,-4.346597729194251181e-12,1.215766545905693738e-05
1.145653424534676846e-05,-4.206512321307857520e-09,-5.513291706134846863e-09,-4.157324668330018804e-12,1.215766545905693738e-05
1.224771944429318889e-05,-4.774598599709510715e-09,-5.575997768598368477e-09,-3.903716149153177533e-12,1.215766545905693738e-05
1.288839444970473714e-05,-5.304160114325103554e-09,-5.564591135059000624e-09,-3.582144415344782820e-12,1.215766545905693738e-05
1.333978129834825535e-05,-5.774778520745277129e-09,-5.470181226781332418e-09,-3.190982513527632200e-12,1.215766545905693738e-05
1.356443294138453607e-05,-6.165472758380639372e-09,-5.284381178022359003e-09,-2.734843842510856467e-12,1.215766545905693738e-05
1.351670207517755983e-05,-6.450634584502162733e-09,-5.001812789250520534e-09,-2.218697724953346010e-12,1.215766545905693738e-05
1.315647143811534989e-05,-6.600584439663760075e-09,-4.616969341518676709e-09,-1.653459433760146393e-12,1.215766545905693738e-05
1.245589956891325118e-05,-6.583537775548088125e-09,-4.128195438197373502e-09,-1.060777069708023353e-12,1.215766545905693738e-05
1.139506874863868242e-05,-6.365091783616842325e-09,-3.543187379519075905e-09,-4.684464055776656732e-13,1.215766545905693738e-05
9.969668129120858399e-06,-5.911166263819881042e-09,-2.873556404212546973e-09,8.283095691392993328e-14,1.215766545905693738e-05
