# x80,y.99,z0,u,v,p,T,dudx
-1.763707217682217859e-02,4.024491665833906722e-05,0.000000000000000000e+00,1.612918770133821909e+03,0.000000000000000000e+00,6.666999999999999815e+00,3.000000000000000000e+02,-1.151548830423370223e-01
-1.343385788699495362e-02,4.024491665833906722e-05,0.000000000000000000e+00,1.612917681723113446e+03,0.000000000000000000e+00,6.667074780384194099e+00,3.000034647638184424e+02,-1.200413298228789838e+00
-1.016032650862484267e-02,4.024491665833906722e-05,0.000000000000000000e+00,1.612910670213806952e+03,0.000000000000000000e+00,6.667557182397484183e+00,3.000258082932956540e+02,-8.971735056809023945e+00
-7.610847241981452682e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.612870384385810894e+03,0.000000000000000000e+00,6.670097723176089843e+00,3.001414962932475419e+02,-5.900266772329550946e+01
-5.625271489143922679e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.612667451108491605e+03,0.000000000000000000e+00,6.683404385409404291e+00,3.007437299486427378e+02,-3.622627579678593293e+02
-4.078872927743976140e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.611705093616719751e+03,0.000000000000000000e+00,6.736025931147993084e+00,3.030751337994772712e+02,-1.810667919832165126e+03
-2.874512677432492121e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.608093200282583211e+03,0.000000000000000000e+00,6.957399330904348034e+00,3.129174173195594904e+02,-9.514555230328265679e+03
-1.936537404604233474e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.593057366245617004e+03,0.000000000000000000e+00,7.594755005572040751e+00,3.400977865589846374e+02,-3.427399768885684171e+04
-1.206027067510574095e-03,4.024491665833906722e-05,0.000000000000000000e+00,1.554692498154281338e+03,0.000000000000000000e+00,9.851917517145997394e+00,4.378810259185061113e+02,-1.578273203057526844e+05
-6.370937831697178052e-04,4.024491665833906722e-05,0.000000000000000000e+00,1.404985247510237059e+03,0.000000000000000000e+00,1.411857713285716542e+01,5.890160540516063747e+02,-3.664120742775067338e+05
-1.939993249603281882e-04,4.024491665833906722e-05,0.000000000000000000e+00,1.196869360409262526e+03,0.000000000000000000e+00,2.973445367001398054e+01,1.121272818780327498e+03,-1.489907640270377276e+06
1.658262556641041123e-04,4.024491665833906722e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.011980529888528793e+02,3.700000000000000000e+02,0.000000000000000000e+00
5.090866048887993794e-04,4.024491665833906722e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.711017893915582988e+01,3.700000000000000000e+02,0.000000000000000000e+00
